residue,predus,ispred,dockpred,rfscore,annotated
44_1QA9.B,0.0,0.02,0.152,0.0,1.0
46_1QA9.B,0.0,0.04,0.033,0.0,1.0
47_1QA9.B,0.0,0.03,0.056,0.0,1.0
80_1QA9.B,0.0,0.06,0.008,0.0,1.0
82_1QA9.B,0.0,0.05,0.014,0.0,1.0
84_1QA9.B,0.0,0.04,0.032,0.0,1.0
85_1QA9.B,0.0,0.25,0.02,0.0,1.0
136_1QAE.A,0.0,0.01,0.149,0.0,1.0
138_1QAE.A,0.0,0.01,0.242,0.0,1.0
180_1QAE.A,0.0,0.0,0.196,0.5,1.0
181_1QAE.A,0.0,0.01,0.515,0.0,1.0
182_1QAE.A,0.0,0.05,0.63,0.0,1.0
183_1QAE.A,0.0,0.01,0.405,0.0,1.0
184_1QAE.A,0.0,0.01,0.453,0.9,1.0
225_1QAE.A,0.0,0.01,0.416,0.0,1.0
229_1QAE.A,0.0,0.01,0.334,0.0,1.0
233_1QAE.A,0.0,0.01,0.47,0.0,1.0
239_1QAE.A,0.576,0.01,0.282,0.0,1.0
240_1QAE.A,0.458,0.01,0.191,0.0,1.0
245_1QAE.A,1.0,0.01,0.554,0.3,1.0
88_1QAV.A,0.0,0.94,0.099,0.45,1.0
90_1QAV.A,0.095,0.95,0.153,0.2,1.0
93_1QAV.A,0.146,0.0,0.122,0.0,1.0
94_1QAV.A,0.157,0.95,0.134,0.4,1.0
95_1QAV.A,0.193,0.98,0.157,0.1,1.0
96_1QAV.A,0.14,0.95,0.09,0.3,1.0
97_1QAV.A,0.0,0.92,0.197,0.0,1.0
101_1QAV.A,0.135,0.93,0.027,0.0,1.0
109_1QAV.A,0.152,0.96,0.222,0.1,1.0
112_1QAV.A,0.193,0.93,0.279,0.1,1.0
142_1QAV.A,0.092,0.98,0.079,0.2,1.0
143_1QAV.A,0.0,0.96,0.032,0.0,1.0
147_1QAV.A,0.0,0.75,0.037,0.0,1.0
15_1QAX.A,0.0,0.96,0.087,0.0,1.0
18_1QAX.A,0.0,0.98,0.054,0.0,1.0
40_1QAX.A,0.0,0.77,0.057,0.0,1.0
41_1QAX.A,0.0,0.78,0.018,0.0,1.0
42_1QAX.A,0.0,0.87,0.055,0.0,1.0
44_1QAX.A,0.0,0.98,0.082,0.1,1.0
48_1QAX.A,0.27,0.85,0.036,0.0,1.0
50_1QAX.A,0.398,0.97,0.085,0.3,1.0
51_1QAX.A,0.525,0.97,0.331,0.2,1.0
52_1QAX.A,0.565,0.96,0.235,0.4,1.0
53_1QAX.A,0.565,0.96,0.372,0.4,1.0
54_1QAX.A,1.0,0.97,0.215,0.0,1.0
55_1QAX.A,0.399,0.96,0.459,1.0,1.0
56_1QAX.A,0.565,0.98,0.326,0.8,1.0
57_1QAX.A,0.64,0.98,0.364,0.7,1.0
58_1QAX.A,0.525,0.97,0.637,0.8,1.0
59_1QAX.A,0.398,0.95,0.248,0.0,1.0
60_1QAX.A,0.0,0.99,0.339,1.0,1.0
61_1QAX.A,0.0,0.92,0.06,0.0,1.0
62_1QAX.A,0.0,0.95,0.012,0.0,1.0
63_1QAX.A,0.0,0.97,0.004,1.0,1.0
64_1QAX.A,0.0,0.98,0.0,0.4,1.0
80_1QAX.A,0.0,0.0,0.065,0.0,1.0
81_1QAX.A,0.0,0.96,0.089,0.1,1.0
82_1QAX.A,0.0,0.99,0.426,1.0,1.0
83_1QAX.A,0.0,0.83,0.169,0.6,1.0
84_1QAX.A,0.0,0.95,0.027,0.0,1.0
85_1QAX.A,0.0,0.82,0.003,0.0,1.0
87_1QAX.A,0.0,0.98,0.001,0.0,1.0
88_1QAX.A,0.0,0.74,0.014,0.0,1.0
113_1QAX.A,0.0,0.0,0.022,0.0,1.0
115_1QAX.A,0.0,0.87,0.134,0.1,1.0
117_1QAX.A,0.0,0.96,0.118,0.0,1.0
169_1QAX.A,0.0,0.98,0.176,1.0,1.0
174_1QAX.A,0.0,0.0,0.068,0.0,1.0
210_1QAX.A,0.0,0.95,0.084,0.9,1.0
211_1QAX.A,0.0,0.97,0.171,1.0,1.0
212_1QAX.A,0.0,0.88,0.044,0.0,1.0
214_1QAX.A,0.0,0.0,0.071,0.0,1.0
215_1QAX.A,0.0,0.62,0.094,0.0,1.0
216_1QAX.A,0.0,0.24,0.133,0.0,1.0
219_1QAX.A,0.0,0.8,0.061,0.1,1.0
246_1QAX.A,0.0,0.57,0.063,0.0,1.0
249_1QAX.A,0.0,0.91,0.032,0.0,1.0
250_1QAX.A,0.0,0.98,0.269,0.1,1.0
253_1QAX.A,0.259,0.91,0.126,0.3,1.0
254_1QAX.A,0.355,0.98,0.564,0.9,1.0
258_1QAX.A,0.382,0.97,0.629,0.1,1.0
260_1QAX.A,0.109,0.92,1.0,0.6,1.0
261_1QAX.A,0.25,0.0,0.363,0.0,1.0
263_1QAX.A,0.0,0.97,0.407,0.0,1.0
264_1QAX.A,0.0,0.94,0.395,0.0,1.0
267_1QAX.A,0.0,0.95,0.288,0.0,1.0
271_1QAX.A,0.0,0.0,0.059,0.0,1.0
274_1QAX.A,0.0,0.0,0.172,0.0,1.0
278_1QAX.A,0.0,0.98,0.132,0.0,1.0
279_1QAX.A,0.0,0.0,0.002,0.0,1.0
283_1QAX.A,0.0,0.91,0.076,0.1,1.0
284_1QAX.A,0.0,0.9,0.554,0.2,1.0
285_1QAX.A,0.0,0.98,0.506,0.0,1.0
292_1QAX.A,0.0,0.97,0.351,0.0,1.0
296_1QAX.A,0.188,0.92,0.365,0.4,1.0
299_1QAX.A,0.0,0.98,0.328,0.0,1.0
335_1QAX.A,0.0,0.84,0.033,0.1,1.0
337_1QAX.A,0.0,0.61,0.002,0.0,1.0
372_1QAX.A,0.0,0.96,0.256,0.0,1.0
375_1QAX.A,0.0,0.55,0.188,0.1,1.0
376_1QAX.A,0.0,0.92,0.19,0.0,1.0
377_1QAX.A,0.0,0.94,0.183,1.0,1.0
378_1QAX.A,0.0,0.92,0.236,0.9,1.0
382_1QAX.A,0.0,0.0,0.109,0.0,1.0
384_1QAX.A,0.183,0.94,0.032,0.4,1.0
385_1QAX.A,0.259,0.65,0.173,0.5,1.0
387_1QAX.A,0.183,0.94,0.138,0.6,1.0
389_1QAX.A,0.0,0.0,0.078,0.0,1.0
392_1QAX.A,0.0,0.98,0.243,1.0,1.0
415_1QAX.A,0.0,0.8,0.087,0.3,1.0
416_1QAX.A,0.0,0.98,0.123,1.0,1.0
2_1QBI.A,0.0,0.87,0.637,1.0,1.0
259_1QBI.A,0.0,0.87,0.386,0.2,1.0
271_1QBI.A,0.051,0.94,1.0,0.0,1.0
272_1QBI.A,0.051,0.71,0.709,0.1,1.0
273_1QBI.A,0.051,0.84,0.549,0.2,1.0
274_1QBI.A,0.051,0.94,0.166,0.0,1.0
314_1QBI.A,0.455,0.75,0.302,0.4,1.0
316_1QBI.A,0.0,0.93,0.628,0.1,1.0
317_1QBI.A,0.275,0.82,0.734,0.4,1.0
318_1QBI.A,0.0,0.97,0.566,0.0,1.0
328_1QBI.A,0.275,0.96,0.602,0.8,1.0
329_1QBI.A,0.275,0.9,0.133,0.1,1.0
392_1QBI.A,0.455,0.62,0.986,0.7,1.0
393_1QBI.A,0.455,0.0,0.631,1.0,1.0
394_1QBI.A,0.76,0.82,0.903,0.6,1.0
395_1QBI.A,0.46,0.96,0.82,0.5,1.0
396_1QBI.A,0.0,0.96,0.577,0.2,1.0
178_1QFE.A,0.0,0.21,0.469,0.0,1.0
179_1QFE.A,0.0,0.49,0.412,0.2,1.0
193_1QFE.A,1.0,0.67,0.943,0.6,1.0
207_1QFE.A,0.0,0.31,0.44,0.5,1.0
218_1QFE.A,0.0,0.99,0.889,0.9,1.0
250_1QFE.A,0.241,0.99,0.449,0.6,1.0
252_1QFE.A,0.183,0.83,0.793,0.8,1.0
663_1QFH.A,0.0,0.02,0.262,0.0,1.0
665_1QFH.A,0.416,0.05,0.284,0.4,1.0
666_1QFH.A,0.0,0.02,0.01,0.0,1.0
722_1QFH.A,0.0,0.04,0.008,0.0,1.0
724_1QFH.A,0.11,0.06,0.022,0.0,1.0
749_1QFH.A,0.163,0.13,0.075,0.0,1.0
751_1QFH.A,0.282,0.69,0.253,0.7,1.0
752_1QFH.A,0.0,0.93,0.105,0.7,1.0
753_1QFH.A,0.0,0.97,0.386,0.0,1.0
755_1QFH.A,0.0,0.97,0.039,0.0,1.0
756_1QFH.A,0.0,0.98,0.366,1.0,1.0
757_1QFH.A,0.416,0.98,0.432,0.6,1.0
758_1QFH.A,0.241,0.98,1.0,0.0,1.0
759_1QFH.A,0.182,0.85,0.27,0.1,1.0
760_1QFH.A,0.241,0.97,0.519,0.2,1.0
761_1QFH.A,0.182,0.94,0.925,0.8,1.0
762_1QFH.A,0.163,0.98,0.749,0.5,1.0
763_1QFH.A,0.163,0.95,0.699,0.5,1.0
764_1QFH.A,0.11,0.76,0.479,0.1,1.0
766_1QFH.A,0.0,0.84,0.129,0.0,1.0
767_1QFH.A,0.0,0.0,0.007,0.0,1.0
768_1QFH.A,0.0,0.9,0.094,0.0,1.0
769_1QFH.A,0.282,0.81,0.028,0.0,1.0
770_1QFH.A,0.0,0.94,0.029,0.2,1.0
775_1QFH.A,0.416,0.88,0.046,0.8,1.0
777_1QFH.A,1.0,0.8,0.062,0.2,1.0
779_1QFH.A,0.11,0.94,0.047,0.1,1.0
780_1QFH.A,0.11,0.0,0.023,0.0,1.0
823_1QFH.A,0.0,0.57,0.004,0.0,1.0
824_1QFH.A,0.0,0.77,0.017,0.0,1.0
828_1QFH.A,0.0,0.99,0.155,0.0,1.0
829_1QFH.A,0.0,0.91,0.33,0.1,1.0
833_1QFH.A,0.0,0.99,0.737,0.1,1.0
834_1QFH.A,0.0,0.46,0.574,0.2,1.0
835_1QFH.A,0.0,0.49,0.832,0.2,1.0
836_1QFH.A,0.0,0.96,0.712,1.0,1.0
838_1QFH.A,0.0,0.92,0.447,0.0,1.0
135_1QOR.A,0.014,0.0,0.487,0.0,1.0
222_1QOR.A,0.0,0.0,0.139,1.0,1.0
231_1QOR.A,0.377,0.4,0.195,0.4,1.0
232_1QOR.A,0.377,0.6,0.661,0.1,1.0
245_1QOR.A,0.116,0.1,0.297,0.3,1.0
246_1QOR.A,0.285,0.77,0.364,0.7,1.0
247_1QOR.A,0.285,0.68,0.3,0.8,1.0
248_1QOR.A,0.377,0.95,0.393,0.6,1.0
249_1QOR.A,0.667,0.96,0.254,0.5,1.0
250_1QOR.A,1.0,0.95,0.755,0.9,1.0
254_1QOR.A,0.693,0.86,0.296,0.8,1.0
258_1QOR.A,1.0,0.94,0.467,0.5,1.0
259_1QOR.A,0.278,0.0,0.436,0.2,1.0
260_1QOR.A,0.718,0.96,1.0,0.2,1.0
261_1QOR.A,0.427,0.94,0.773,0.8,1.0
262_1QOR.A,0.217,0.98,0.804,0.5,1.0
263_1QOR.A,0.255,0.94,0.718,0.6,1.0
264_1QOR.A,0.0,0.0,0.372,1.0,1.0
265_1QOR.A,0.0,0.98,0.454,1.0,1.0
268_1QOR.A,0.0,0.31,0.654,0.0,1.0
269_1QOR.A,0.0,0.19,0.674,0.0,1.0
5_1REQ.A,0.0,0.9,0.328,0.1,1.0
6_1REQ.A,0.422,0.92,0.357,0.5,1.0
7_1REQ.A,0.933,0.98,0.245,0.5,1.0
8_1REQ.A,0.706,0.71,0.182,0.1,1.0
10_1REQ.A,0.0,0.97,0.315,0.1,1.0
11_1REQ.A,0.0,0.79,0.244,0.8,1.0
12_1REQ.A,0.422,0.96,0.093,0.4,1.0
13_1REQ.A,0.0,0.97,0.123,0.0,1.0
18_1REQ.A,0.0,0.95,0.082,1.0,1.0
21_1REQ.A,0.0,0.93,0.001,0.0,1.0
22_1REQ.A,0.0,0.8,0.007,0.9,1.0
24_1REQ.A,0.0,0.98,0.049,0.0,1.0
28_1REQ.A,0.0,0.99,0.002,0.1,1.0
32_1REQ.A,0.0,0.82,0.059,0.0,1.0
34_1REQ.A,0.0,0.29,0.056,0.0,1.0
38_1REQ.A,0.0,0.91,0.017,1.0,1.0
46_1REQ.A,0.0,0.0,0.002,0.0,1.0
48_1REQ.A,0.0,0.75,0.003,0.4,1.0
49_1REQ.A,0.12,0.98,0.012,0.0,1.0
50_1REQ.A,0.706,0.95,0.026,0.5,1.0
51_1REQ.A,0.078,0.52,0.005,0.0,1.0
52_1REQ.A,0.12,0.68,0.018,0.1,1.0
59_1REQ.A,0.047,0.1,0.188,0.2,1.0
61_1REQ.A,0.12,0.21,0.004,0.0,1.0
62_1REQ.A,0.047,0.39,0.072,0.0,1.0
64_1REQ.A,0.078,0.94,0.104,0.4,1.0
65_1REQ.A,0.047,0.0,0.032,0.0,1.0
76_1REQ.A,0.047,0.97,0.041,0.0,1.0
155_1REQ.A,0.0,0.02,0.02,0.0,1.0
159_1REQ.A,0.0,0.02,0.035,0.0,1.0
160_1REQ.A,0.0,0.1,0.025,0.0,1.0
185_1REQ.A,0.0,0.02,0.053,0.0,1.0
292_1REQ.A,0.0,0.91,0.0,0.5,1.0
294_1REQ.A,0.0,0.0,0.0,0.01,1.0
310_1REQ.A,0.0,0.89,0.329,0.8,1.0
313_1REQ.A,0.0,0.38,0.333,0.0,1.0
340_1REQ.A,0.0,0.45,0.005,0.0,1.0
342_1REQ.A,0.0,0.5,0.007,0.0,1.0
343_1REQ.A,0.0,0.77,0.0,0.0,1.0
346_1REQ.A,0.0,0.97,0.0,0.0,1.0
347_1REQ.A,0.0,0.0,0.0,0.003,1.0
353_1REQ.A,0.0,0.94,0.0,1.0,1.0
357_1REQ.A,0.0,0.0,0.0,0.003,1.0
378_1REQ.A,0.0,0.7,0.029,0.0,1.0
381_1REQ.A,0.0,0.92,0.002,0.0,1.0
386_1REQ.A,0.0,0.0,0.0,0.003,1.0
389_1REQ.A,0.0,0.96,0.0,0.0,1.0
392_1REQ.A,0.0,0.6,0.0,0.0,1.0
393_1REQ.A,0.0,0.97,0.0,0.0,1.0
394_1REQ.A,0.0,0.9,0.0,0.133,1.0
398_1REQ.A,0.44,0.98,0.0,0.6,1.0
399_1REQ.A,0.0,0.98,0.0,0.8,1.0
400_1REQ.A,0.0,0.78,0.017,0.1,1.0
402_1REQ.A,0.256,0.72,0.0,0.9,1.0
404_1REQ.A,0.422,0.96,0.001,0.8,1.0
405_1REQ.A,0.199,0.69,0.0,0.2,1.0
406_1REQ.A,0.427,0.97,0.0,0.7,1.0
407_1REQ.A,0.631,0.0,0.0,0.1,1.0
408_1REQ.A,1.0,0.89,0.0,0.9,1.0
463_1REQ.A,0.0,0.41,0.017,0.0,1.0
465_1REQ.A,0.0,0.94,0.001,0.0,1.0
469_1REQ.A,0.0,0.58,0.141,0.0,1.0
470_1REQ.A,0.427,0.94,0.154,0.8,1.0
471_1REQ.A,0.0,0.62,0.114,0.0,1.0
11_1RRP.A,0.0,0.0,0.269,0.0,1.0
29_1RRP.A,0.0,0.77,0.31,0.8,1.0
32_1RRP.A,0.0,0.9,0.55,0.2,1.0
33_1RRP.A,0.0,0.71,0.41,1.0,1.0
34_1RRP.A,0.0,0.27,0.261,0.4,1.0
38_1RRP.A,0.63,0.94,0.157,0.4,1.0
51_1RRP.A,0.0,0.85,0.343,0.2,1.0
55_1RRP.A,0.0,0.56,0.134,0.1,1.0
56_1RRP.A,0.0,0.81,0.25,0.0,1.0
115_1RRP.A,0.0,0.23,0.127,0.0,1.0
116_1RRP.A,0.0,0.17,0.096,0.1,1.0
154_1RRP.A,0.135,0.17,0.484,0.2,1.0
158_1RRP.A,0.0,0.42,0.469,0.0,1.0
168_1RRP.A,0.0,0.53,0.21,0.1,1.0
169_1RRP.A,0.0,0.14,0.247,0.0,1.0
178_1RRP.A,0.791,0.38,0.46,0.0,1.0
179_1RRP.A,0.473,0.99,0.649,0.9,1.0
180_1RRP.A,0.479,0.92,0.322,0.3,1.0
181_1RRP.A,0.286,0.98,0.467,0.5,1.0
182_1RRP.A,0.135,0.95,0.49,0.2,1.0
184_1RRP.A,0.0,0.98,0.558,0.0,1.0
185_1RRP.A,0.0,0.93,0.76,0.3,1.0
186_1RRP.A,0.0,0.92,0.622,0.1,1.0
189_1RRP.A,0.199,0.96,0.612,0.6,1.0
194_1RRP.A,0.0,0.88,0.255,0.9,1.0
197_1RRP.A,0.199,0.99,1.0,0.6,1.0
201_1RRP.A,0.199,0.9,0.491,0.2,1.0
205_1RRP.A,0.286,0.9,0.214,0.0,1.0
207_1RRP.A,0.286,0.96,0.131,0.1,1.0
209_1RRP.A,0.422,0.97,0.307,0.3,1.0
210_1RRP.A,0.0,0.98,0.235,0.0,1.0
211_1RRP.A,0.0,0.96,0.289,1.0,1.0
42_1S1Q.A,0.091,0.0,0.737,0.0,1.0
43_1S1Q.A,0.199,0.21,0.535,0.0,1.0
45_1S1Q.A,0.422,0.96,0.872,0.5,1.0
47_1S1Q.A,0.32,0.29,0.273,0.0,1.0
91_1S1Q.A,0.0,0.32,0.323,0.0,1.0
92_1S1Q.A,0.0,0.97,0.35,0.0,1.0
93_1S1Q.A,0.0,0.96,0.454,0.0,1.0
96_1S1Q.A,0.0,0.26,0.495,0.0,1.0
97_1S1Q.A,0.0,0.07,0.305,0.9,1.0
105_1S1Q.A,0.0,0.02,0.399,0.0,1.0
106_1S1Q.A,0.0,0.01,0.636,0.0,1.0
1_1SMP.I,0.0,0.52,0.572,0.3,1.0
2_1SMP.I,0.404,0.72,0.733,0.6,1.0
3_1SMP.I,0.404,0.95,0.763,0.8,1.0
4_1SMP.I,0.404,0.9,0.558,0.5,1.0
36_1SMP.I,0.882,0.73,0.909,0.1,1.0
59_1SMP.I,0.532,0.63,0.65,0.1,1.0
62_1SMP.I,0.0,0.95,0.639,0.1,1.0
63_1SMP.I,0.0,0.96,0.904,0.9,1.0
74_1SMP.I,0.0,0.54,0.7,0.1,1.0
77_1SMP.I,0.404,0.98,1.0,1.0,1.0
81_1SMP.I,0.404,0.34,0.257,0.4,1.0
82_1SMP.I,0.532,0.41,0.314,0.3,1.0
25_1SMT.A,1.0,0.65,0.563,0.5,1.0
28_1SMT.A,0.668,0.93,0.737,0.2,1.0
34_1SMT.A,0.0,0.97,0.274,0.9,1.0
37_1SMT.A,0.0,0.98,0.533,1.0,1.0
39_1SMT.A,0.0,0.98,0.45,1.0,1.0
44_1SMT.A,0.0,0.96,0.431,0.0,1.0
46_1SMT.A,0.0,0.86,0.362,0.1,1.0
50_1SMT.A,0.0,0.95,0.395,1.0,1.0
53_1SMT.A,0.0,0.95,0.241,1.0,1.0
54_1SMT.A,0.0,0.95,0.159,0.0,1.0
57_1SMT.A,0.0,0.69,0.323,0.3,1.0
87_1SMT.A,0.0,0.94,0.378,0.0,1.0
104_1SMT.A,0.184,0.48,0.263,0.0,1.0
106_1SMT.A,0.0,0.99,0.462,0.9,1.0
107_1SMT.A,0.0,0.0,0.11,0.0,1.0
109_1SMT.A,0.0,0.39,0.241,0.4,1.0
111_1SMT.A,0.0,0.97,0.303,0.0,1.0
113_1SMT.A,0.0,0.95,0.516,1.0,1.0
116_1SMT.A,0.0,0.96,0.251,0.0,1.0
117_1SMT.A,0.404,0.98,0.815,0.8,1.0
120_1SMT.A,0.597,0.95,0.403,0.4,1.0
121_1SMT.A,0.404,0.96,0.643,0.4,1.0
235_1SOX.A,0.133,0.52,0.091,0.2,1.0
324_1SOX.A,0.0,0.75,0.12,0.1,1.0
325_1SOX.A,0.0,0.0,0.137,0.0,1.0
326_1SOX.A,0.0,0.96,0.18,0.7,1.0
328_1SOX.A,0.0,0.98,0.117,0.1,1.0
340_1SOX.A,0.0,0.28,0.118,0.0,1.0
344_1SOX.A,0.0,0.03,0.099,0.0,1.0
345_1SOX.A,0.0,0.0,0.036,0.0,1.0
346_1SOX.A,0.0,0.1,0.11,0.0,1.0
377_1SOX.A,0.472,0.21,0.127,0.3,1.0
381_1SOX.A,0.0,0.92,0.757,0.4,1.0
383_1SOX.A,0.0,0.0,0.323,0.0,1.0
392_1SOX.A,0.0,0.3,0.469,0.0,1.0
394_1SOX.A,0.0,0.37,0.355,0.6,1.0
401_1SOX.A,0.0,0.91,0.213,0.2,1.0
430_1SOX.A,0.0,0.69,0.419,1.0,1.0
435_1SOX.A,0.282,0.82,0.59,0.5,1.0
436_1SOX.A,0.282,0.99,1.0,0.2,1.0
437_1SOX.A,0.282,0.3,0.465,0.4,1.0
441_1SOX.A,0.0,0.47,0.467,0.0,1.0
442_1SOX.A,0.0,0.4,0.137,0.0,1.0
445_1SOX.A,0.0,0.94,0.237,0.0,1.0
453_1SOX.A,0.0,0.94,0.099,0.45,1.0
457_1SOX.A,0.0,0.0,0.362,0.0,1.0
26_1SPU.A,0.0,0.94,0.009,0.0,1.0
40_1SPU.A,0.0,0.77,0.002,0.0,1.0
42_1SPU.A,0.0,0.78,0.014,0.0,1.0
45_1SPU.A,0.0,0.84,0.021,0.0,1.0
47_1SPU.A,0.0,0.9,0.031,0.8,1.0
49_1SPU.A,0.0,0.98,0.01,0.0,1.0
256_1SPU.A,0.0,0.73,0.027,0.0,1.0
257_1SPU.A,0.0,0.0,0.007,0.0,1.0
291_1SPU.A,0.0,0.11,0.007,0.0,1.0
293_1SPU.A,0.0,0.98,0.009,0.0,1.0
294_1SPU.A,0.0,0.92,0.014,0.0,1.0
297_1SPU.A,0.0,0.94,0.029,0.3,1.0
298_1SPU.A,0.0,0.96,0.017,1.0,1.0
299_1SPU.A,0.0,0.96,0.026,1.0,1.0
304_1SPU.A,0.0,0.86,0.015,0.1,1.0
305_1SPU.A,0.0,0.98,0.019,1.0,1.0
306_1SPU.A,0.0,0.98,0.005,1.0,1.0
307_1SPU.A,0.0,0.92,0.008,0.0,1.0
308_1SPU.A,0.0,0.99,0.0,1.0,1.0
309_1SPU.A,0.0,0.94,0.0,0.9,1.0
310_1SPU.A,0.0,0.0,0.0,0.0,1.0
312_1SPU.A,0.0,0.53,0.03,0.0,1.0
313_1SPU.A,0.0,0.0,0.001,0.0,1.0
314_1SPU.A,0.0,0.47,0.002,0.0,1.0
315_1SPU.A,0.0,0.93,0.004,0.0,1.0
326_1SPU.A,0.0,0.05,0.007,0.0,1.0
369_1SPU.A,0.282,0.0,0.0,1.0,1.0
370_1SPU.A,0.317,0.89,0.002,0.7,1.0
371_1SPU.A,0.0,0.0,0.0,0.0,1.0
372_1SPU.A,0.189,0.93,0.012,0.2,1.0
377_1SPU.A,0.304,0.69,0.003,0.0,1.0
394_1SPU.A,0.0,0.78,0.004,0.0,1.0
400_1SPU.A,0.0,0.97,0.01,1.0,1.0
401_1SPU.A,0.0,0.64,0.0,0.0,1.0
402_1SPU.A,0.0,0.0,0.0,0.003,1.0
433_1SPU.A,0.468,0.96,0.0,1.0,1.0
436_1SPU.A,0.304,0.95,0.0,0.9,1.0
437_1SPU.A,0.215,0.0,0.0,0.0,1.0
438_1SPU.A,0.317,0.96,0.0,1.0,1.0
439_1SPU.A,0.616,0.96,0.0,0.5,1.0
440_1SPU.A,0.433,0.89,0.0,0.6,1.0
441_1SPU.A,0.502,0.97,0.003,0.7,1.0
442_1SPU.A,1.0,0.88,0.0,0.8,1.0
448_1SPU.A,0.0,0.99,0.001,0.0,1.0
449_1SPU.A,0.0,0.79,0.0,0.0,1.0
452_1SPU.A,0.466,0.54,0.0,1.0,1.0
458_1SPU.A,0.0,0.0,0.0,0.003,1.0
460_1SPU.A,0.0,0.0,0.0,0.0,1.0
462_1SPU.A,0.0,0.16,0.004,0.0,1.0
464_1SPU.A,0.0,0.91,0.003,0.0,1.0
467_1SPU.A,0.0,0.45,0.002,0.0,1.0
487_1SPU.A,0.0,0.31,0.0,0.0,1.0
488_1SPU.A,0.0,0.0,0.0,0.0,1.0
499_1SPU.A,0.0,0.05,0.019,0.0,1.0
500_1SPU.A,0.0,0.11,0.006,0.0,1.0
501_1SPU.A,0.0,0.23,0.03,0.0,1.0
510_1SPU.A,0.0,0.59,0.019,0.0,1.0
511_1SPU.A,0.416,0.85,0.014,0.1,1.0
514_1SPU.A,0.0,0.68,0.0,0.0,1.0
516_1SPU.A,0.0,0.0,0.0,0.0,1.0
517_1SPU.A,0.0,0.29,0.026,0.0,1.0
550_1SPU.A,0.0,0.98,0.068,0.9,1.0
553_1SPU.A,0.0,0.87,0.008,0.0,1.0
558_1SPU.A,0.0,0.95,0.0,0.4,1.0
559_1SPU.A,0.0,0.91,0.0,0.2,1.0
560_1SPU.A,0.0,0.95,0.01,0.0,1.0
561_1SPU.A,0.0,0.87,0.012,0.0,1.0
562_1SPU.A,0.0,0.63,0.0,0.0,1.0
563_1SPU.A,0.293,0.99,0.001,0.7,1.0
564_1SPU.A,0.0,0.78,0.009,0.1,1.0
582_1SPU.A,0.0,0.2,0.006,0.0,1.0
583_1SPU.A,0.0,0.19,0.007,0.0,1.0
594_1SPU.A,0.0,0.39,0.026,0.0,1.0
596_1SPU.A,0.0,0.93,0.009,0.9,1.0
597_1SPU.A,0.0,0.43,0.004,0.0,1.0
599_1SPU.A,0.0,0.22,0.002,0.0,1.0
608_1SPU.A,0.0,0.06,0.0,0.0,1.0
609_1SPU.A,0.0,0.39,0.0,0.0,1.0
610_1SPU.A,0.0,0.31,0.0,1.0,1.0
611_1SPU.A,0.0,0.59,0.0,0.0,1.0
612_1SPU.A,0.0,0.75,0.0,0.0,1.0
614_1SPU.A,0.0,0.25,0.0,0.0,1.0
615_1SPU.A,0.0,0.43,0.001,0.0,1.0
617_1SPU.A,0.0,0.23,0.034,0.0,1.0
620_1SPU.A,0.0,0.54,0.023,0.0,1.0
621_1SPU.A,0.282,0.57,0.041,0.1,1.0
622_1SPU.A,0.282,0.65,0.038,0.0,1.0
624_1SPU.A,0.282,0.9,0.068,0.2,1.0
625_1SPU.A,0.0,0.78,0.007,0.3,1.0
692_1SPU.A,0.0,0.83,0.0,0.8,1.0
693_1SPU.A,0.0,0.65,0.0,0.0,1.0
694_1SPU.A,0.0,0.88,0.0,0.0,1.0
696_1SPU.A,0.0,0.0,0.0,0.003,1.0
697_1SPU.A,0.0,0.25,0.0,0.0,1.0
698_1SPU.A,0.0,0.98,0.001,0.0,1.0
699_1SPU.A,0.0,0.0,0.0,0.003,1.0
700_1SPU.A,0.0,0.93,0.0,0.0,1.0
701_1SPU.A,0.0,0.58,0.0,0.0,1.0
702_1SPU.A,0.0,0.0,0.0,0.003,1.0
709_1SPU.A,0.0,0.85,0.0,0.0,1.0
710_1SPU.A,0.0,0.4,0.0,0.0,1.0
711_1SPU.A,0.0,0.86,0.0,0.0,1.0
712_1SPU.A,0.0,0.33,0.0,1.0,1.0
713_1SPU.A,0.0,0.0,0.0,0.003,1.0
714_1SPU.A,0.0,0.0,0.0,0.0,1.0
716_1SPU.A,0.0,0.63,0.002,0.0,1.0
717_1SPU.A,0.0,0.9,0.0,0.133,1.0
720_1SPU.A,0.0,0.99,0.001,0.0,1.0
721_1SPU.A,0.0,0.88,0.007,0.0,1.0
722_1SPU.A,0.0,0.97,0.029,0.2,1.0
723_1SPU.A,0.0,0.98,0.033,0.1,1.0
724_1SPU.A,0.0,0.83,0.042,0.2,1.0
18_1STF.E,0.0,0.2,0.028,0.0,1.0
19_1STF.E,0.0,0.0,0.025,0.333,1.0
20_1STF.E,0.0,0.08,0.03,0.0,1.0
21_1STF.E,0.0,0.15,0.046,0.0,1.0
63_1STF.E,0.496,0.59,0.068,0.3,1.0
64_1STF.E,0.304,0.61,0.432,0.2,1.0
65_1STF.E,0.231,0.41,0.317,0.0,1.0
66_1STF.E,0.377,0.14,0.392,0.1,1.0
67_1STF.E,0.304,0.9,1.0,0.7,1.0
158_1STF.E,0.086,0.41,0.256,0.0,1.0
177_1STF.E,0.0,0.88,0.034,0.0,1.0
